id,operatorId,code,name,description,timeZone
1424,611,russia-countrycom-countrycom-moskva,Москва,Москва,Europe/Moscow
1426,603,russia-transtelecom-transtelecom-arhangelskaya_oblast,Архангельская область,Архангельская область,Europe/Moscow
1427,602,russia-sbertelecom-sbertelecom-tulskaya_oblast,Тульская область,Тульская область,Europe/Moscow
1428,602,russia-sbertelecom-sbertelecom-kurskaya_oblast,Курская область,Курская область,Europe/Moscow
1429,602,russia-sbertelecom-sbertelecom-orlovskaya_oblast,Орловская область,Орловская область,Europe/Moscow
1430,602,russia-sbertelecom-sbertelecom-kaluzhskaya_oblast,Калужская область,Калужская область,Europe/Moscow
1431,602,russia-sbertelecom-sbertelecom-belgorodskaya_oblast,Белгородская область,Белгородская область,Europe/Moscow
1432,602,russia-sbertelecom-sbertelecom-lipeckaya_oblast,Липецкая область,Липецкая область,Europe/Moscow
1433,602,russia-sbertelecom-sbertelecom-voronezhskaya_oblast,Воронежская область,Воронежская область,Europe/Moscow
1434,602,russia-sbertelecom-sbertelecom-tverskaya_oblast,Тверская область,Тверская область,Europe/Moscow
1435,602,russia-sbertelecom-sbertelecom-bryanskaya_oblast,Брянская область,Брянская область,Europe/Moscow
1436,602,russia-sbertelecom-sbertelecom-ryazanskaya_oblast,Рязанская область,Рязанская область,Europe/Moscow
1437,602,russia-sbertelecom-sbertelecom-smolenskaya_oblast,Смоленская область,Смоленская область,Europe/Moscow
1438,602,russia-sbertelecom-sbertelecom-kostromskaya_oblast,Костромская область,Костромская область,Europe/Moscow
1439,602,russia-sbertelecom-sbertelecom-tambovskaya_oblast,Тамбовская область,Тамбовская область,Europe/Moscow
1440,605,russia-tinkoffmobile-tinkoffmobile-yaroslavskaya_oblast,Ярославская область,Ярославская область,Europe/Moscow
1441,605,russia-tinkoffmobile-tinkoffmobile-ivanovskaya_oblast,Ивановская область,Ивановская область,Europe/Moscow
1442,604,russia-danycom-danycom-rostovskaya_oblast,Ростовская область,Ростовская область,Europe/Moscow
1443,604,russia-danycom-danycom-nizhegorodskaya_oblast,Нижегородская область,Нижегородская область,Europe/Moscow
1444,604,russia-danycom-danycom-permskii_krai,Пермский край,Пермский край,Asia/Yekaterinburg
1445,604,russia-danycom-danycom-samarskaya_oblast,Самарская область,Самарская область,Europe/Moscow
1446,604,russia-danycom-danycom-respublika_buryatiya,Республика Бурятия,Республика Бурятия,Asia/Irkutsk
1447,604,russia-danycom-danycom-respublika_marii_el,Республика Марий Эл,Республика Марий Эл,Europe/Moscow
1448,604,russia-danycom-danycom-respublika_mordoviya,Республика Мордовия,Республика Мордовия,Europe/Moscow
1449,604,russia-danycom-danycom-chuvashskaya_respublika,Чувашская Республика,Чувашская Республика,Europe/Moscow
1450,604,russia-danycom-danycom-altaiskii_krai,Алтайский край,Алтайский край,Asia/Krasnoyarsk
1451,604,russia-danycom-danycom-kamchatskii_krai,Камчатский край,Камчатский край,Asia/Kamchatka
1452,604,russia-danycom-danycom-primorskii_krai,Приморский край,Приморский край,Asia/Vladivostok
1453,604,russia-danycom-danycom-vladimirskaya_oblast,Владимирская область,Владимирская область,Europe/Moscow
1454,604,russia-danycom-danycom-ivanovskaya_oblast,Ивановская область,Ивановская область,Europe/Moscow
1455,604,russia-danycom-danycom-magadanskaya_oblast,Магаданская область,Магаданская область,Asia/Magadan
1456,604,russia-danycom-danycom-penzenskaya_oblast,Пензенская область,Пензенская область,Europe/Moscow
1457,604,russia-danycom-danycom-pskovskaya_oblast,Псковская область,Псковская область,Europe/Moscow
1458,604,russia-danycom-danycom-ryazanskaya_oblast,Рязанская область,Рязанская область,Europe/Moscow
1459,604,russia-danycom-danycom-saratovskaya_oblast,Саратовская область,Саратовская область,Europe/Moscow
1460,604,russia-danycom-danycom-sahalinskaya_oblast,Сахалинская область,Сахалинская область,Asia/Vladivostok
1461,604,russia-danycom-danycom-ulyanovskaya_oblast,Ульяновская область,Ульяновская область,Europe/Moscow
1462,604,russia-danycom-danycom-yaroslavskaya_oblast,Ярославская область,Ярославская область,Europe/Moscow
1463,604,russia-danycom-danycom-evreiskaya_ao,Еврейская АО,Еврейская АО,Asia/Vladivostok
1464,613,russia-cnt-cnt-moskva,Москва,Москва,Europe/Moscow
1465,605,russia-tinkoffmobile-tinkoffmobile-respublika_severnaya_osetiya,Республика Северная Осетия,Республика Северная Осетия,Europe/Moscow
1466,614,russia-nss-nss-chuvashskaya_respublika,Чувашская Республика,Чувашская Республика,Europe/Moscow
1467,614,russia-nss-nss-saratovskaya_oblast,Саратовская область,Саратовская область,Europe/Samara
1468,615,russia-orenburggsm-orenburggsm-orenburgskaya_oblast,Оренбургская область,Оренбургская область,Asia/Yekaterinburg
1474,602,russia-sbertelecom-sbertelecom-krasnodarskii_krai,Краснодарский край,Краснодарский край,Europe/Moscow
1475,602,russia-sbertelecom-sbertelecom-sverdlovskaya_oblast,Свердловская область,Свердловская область,Asia/Yekaterinburg
1476,602,russia-sbertelecom-sbertelecom-ivanovskaya_oblast,Ивановская область,Ивановская область,Europe/Moscow
1477,602,russia-sbertelecom-sbertelecom-rostovskaya_oblast,Ростовская область,Ростовская область,Europe/Moscow
1478,602,russia-sbertelecom-sbertelecom-respublika_tatarstan,Республика Татарстан,Республика Татарстан,Europe/Moscow
1479,602,russia-sbertelecom-sbertelecom-chelyabinskaya_oblast,Челябинская область,Челябинская область,Asia/Yekaterinburg
1480,602,russia-sbertelecom-sbertelecom-nizhegorodskaya_oblast,Нижегородская область,Нижегородская область,Europe/Moscow
1481,602,russia-sbertelecom-sbertelecom-permskii_krai,Пермский край,Пермский край,Asia/Yekaterinburg
1482,602,russia-sbertelecom-sbertelecom-hanty_mansiiskii_ao,Ханты-Мансийский АО,Ханты-Мансийский АО,Asia/Yekaterinburg
1483,602,russia-sbertelecom-sbertelecom-respublika_udmurtiya,Республика Удмуртия,Республика Удмуртия,Europe/Moscow
1484,602,russia-sbertelecom-sbertelecom-tumenskaya_oblast,Тюменская область,Тюменская область,Asia/Yekaterinburg
1485,602,russia-sbertelecom-sbertelecom-vladimirskaya_oblast,Владимирская область,Владимирская область,Europe/Moscow
1486,602,russia-sbertelecom-sbertelecom-yaroslavskaya_oblast,Ярославская область,Ярославская область,Europe/Moscow
1487,602,russia-sbertelecom-sbertelecom-chuvashskaya_respublika,Чувашская Республика,Чувашская Республика,Europe/Moscow
1488,602,russia-sbertelecom-sbertelecom-kurganskaya_oblast,Курганская область,Курганская область,Asia/Yekaterinburg
1489,602,russia-sbertelecom-sbertelecom-yamalo_neneckii_ao,Ямало-Ненецкий АО,Ямало-Ненецкий АО,Asia/Yekaterinburg
1490,602,russia-sbertelecom-sbertelecom-kirovskaya_oblast,Кировская область,Кировская область,Europe/Moscow
1491,602,russia-sbertelecom-sbertelecom-respublika_mordoviya,Республика Мордовия,Республика Мордовия,Europe/Moscow
1492,602,russia-sbertelecom-sbertelecom-respublika_marii_el,Республика Марий Эл,Республика Марий Эл,Europe/Moscow
1493,602,russia-sbertelecom-sbertelecom-respublika_adygeya,Республика Адыгея,Республика Адыгея,Europe/Moscow
1494,606,russia-internod-internod-sankt_peterburg,Санкт-Петербург,Санкт-Петербург,Europe/Moscow
1495,25,russia-mts-mts_smarts-ivanovskaya_oblast,Ивановская область,Ивановская область,Europe/Moscow
1496,25,russia-mts-mts_smarts-penzenskaya_oblast,Пензенская область,Пензенская область,Europe/Moscow
1497,25,russia-mts-mts_smarts-respublika_bashkortostan,Республика Башкортостан,Республика Башкортостан,Asia/Yekaterinburg
1498,26,russia-smarts-smarts_volgograd-volgogradskaya_oblast,Волгоградская область,Волгоградская область,Europe/Moscow
1499,26,russia-smarts-smarts_yoshkar_ola-respublika_marii_el,Республика Марий Эл,Республика Марий Эл,Europe/Moscow
1500,26,russia-smarts-smarts_penza-penzenskaya_oblast,Пензенская область,Пензенская область,Europe/Moscow
1501,621,russia-skynetworks-skynetworks-nizhegorodskaya_oblast,Нижегородская область,Нижегородская область,Europe/Moscow
1502,621,russia-skynetworks-skynetworks-samarskaya_oblast,Самарская область,Самарская область,Europe/Moscow
1503,621,russia-skynetworks-skynetworks-kemerovskaya_oblast,Кемеровская область,Кемеровская область,Asia/Krasnoyarsk
1504,621,russia-skynetworks-skynetworks-permskii_krai,Пермский край,Пермский край,Asia/Yekaterinburg
1506,602,russia-sbertelecom-sbertelecom-vologodskaya_oblast,Вологодская область,Вологодская область,Europe/Moscow
1507,602,russia-sbertelecom-sbertelecom-arhangelskaya_oblast,Архангельская область,Архангельская область,Europe/Moscow
1508,602,russia-sbertelecom-sbertelecom-kaliningradskaya_oblast,Калининградская область,Калининградская область,Europe/Kaliningrad
1509,602,russia-sbertelecom-sbertelecom-respublika_komi,Республика Коми,Республика Коми,Europe/Moscow
1510,602,russia-sbertelecom-sbertelecom-murmanskaya_oblast,Мурманская область,Мурманская область,Europe/Moscow
1511,602,russia-sbertelecom-sbertelecom-pskovskaya_oblast,Псковская область,Псковская область,Europe/Moscow
1512,602,russia-sbertelecom-sbertelecom-respublika_kareliya,Республика Карелия,Республика Карелия,Europe/Moscow
1513,602,russia-sbertelecom-sbertelecom-novgorodskaya_oblast,Новгородская область,Новгородская область,Europe/Moscow
1514,602,russia-sbertelecom-sbertelecom-saratovskaya_oblast,Саратовская область,Саратовская область,Europe/Moscow
1515,623,russia-mittel-mittel-samarskaya_oblast,Самарская область,Самарская область,Europe/Moscow
1516,623,russia-mittel-mittel-penzenskaya_oblast,Пензенская область,Пензенская область,Europe/Moscow
1517,250,russia-mtt-mtt-belgorodskaya_oblast,Белгородская область,Белгородская область,Europe/Moscow
1518,250,russia-mtt-mtt-astrahanskaya_oblast,Астраханская область,Астраханская область,Europe/Moscow
1519,250,russia-mtt-mtt-arhangelskaya_oblast,Архангельская область,Архангельская область,Europe/Moscow
1520,250,russia-mtt-mtt-amurskaya_oblast,Амурская область,Амурская область,Asia/Yakutsk
1521,250,russia-mtt-mtt-vologodskaya_oblast,Вологодская область,Вологодская область,Europe/Moscow
1522,250,russia-mtt-mtt-volgogradskaya_oblast,Волгоградская область,Волгоградская область,Europe/Moscow
1523,250,russia-mtt-mtt-vladimirskaya_oblast,Владимирская область,Владимирская область,Europe/Moscow
1524,250,russia-mtt-mtt-bryanskaya_oblast,Брянская область,Брянская область,Europe/Moscow
1525,250,russia-mtt-mtt-respublika_udmurtiya,Республика Удмуртия,Республика Удмуртия,Europe/Moscow
1620,632,russia-gaspromtelecom-gaspromtelecom-lipeckaya_oblast,Липецкая область,Липецкая область,Europe/Moscow
1621,632,russia-gaspromtelecom-gaspromtelecom-belgorodskaya_oblast,Белгородская область,Белгородская область,Europe/Moscow
1622,632,russia-gaspromtelecom-gaspromtelecom-bryanskaya_oblast,Брянская область,Брянская область,Europe/Moscow
1623,632,russia-gaspromtelecom-gaspromtelecom-vladimirskaya_oblast,Владимирская область,Владимирская область,Europe/Moscow
1624,632,russia-gaspromtelecom-gaspromtelecom-voronezhskaya_oblast,Воронежская область,Воронежская область,Europe/Moscow
1625,632,russia-gaspromtelecom-gaspromtelecom-kemerovskaya_oblast,Кемеровская область,Кемеровская область,Asia/Krasnoyarsk
1626,632,russia-gaspromtelecom-gaspromtelecom-kirovskaya_oblast,Кировская область,Кировская область,Europe/Moscow
1627,632,russia-gaspromtelecom-gaspromtelecom-kostromskaya_oblast,Костромская область,Костромская область,Europe/Moscow
1628,602,russia-sbertelecom-sbertelecom-respublika_tyva,Республика Тыва,Республика Тыва,Asia/Krasnoyarsk
1629,602,russia-sbertelecom-sbertelecom-respublika_hakasiya,Республика Хакасия,Республика Хакасия,Asia/Krasnoyarsk
1630,602,russia-sbertelecom-sbertelecom-primorskii_krai,Приморский край,Приморский край,Asia/Vladivostok
2017,621,russia-skynetworks-skynetworks-kabardino_balkarskaya_respublika,Кабардино-Балкарская Республика,Кабардино-Балкарская Республика,Europe/Moscow
2018,621,russia-skynetworks-skynetworks-stavropolskii_krai,Ставропольский край,Ставропольский край,Europe/Moscow
2019,621,russia-skynetworks-skynetworks-rostovskaya_oblast,Ростовская область,Ростовская область,Europe/Moscow
2020,621,russia-skynetworks-skynetworks-krasnodarskii_krai,Краснодарский край,Краснодарский край,Europe/Moscow
2021,621,russia-skynetworks-skynetworks-sankt_peterburg,Санкт-Петербург,Санкт-Петербург,Europe/Moscow
2025,605,russia-tinkoffmobile-tinkoffmobile-habarovskii_krai,Хабаровский Край,Хабаровский Край,Asia/Vladivostok
2026,802,russia-gpbmobile-gpbmobile-habarovskii_krai,Хабаровский Край,Хабаровский Край,Asia/Vladivostok
2027,602,russia-sbertelecom-sbertelecom-habarovskii_krai,Хабаровский Край,Хабаровский Край,Asia/Vladivostok
2028,605,russia-tinkoffmobile-tinkoffmobile-astrahanskaya_oblast,Астраханская область,Астраханская область,Europe/Moscow
2029,605,russia-tinkoffmobile-tinkoffmobile-zabaikalskii_krai,Забайкальский край,Забайкальский край,Asia/Yakutsk
2030,605,russia-tinkoffmobile-tinkoffmobile-respublika_bashkortostan,Республика Башкортостан,Республика Башкортостан,Asia/Yekaterinburg
2031,605,russia-tinkoffmobile-tinkoffmobile-respublika_dagestan,Республика Дагестан,Республика Дагестан,Europe/Moscow
2032,605,russia-tinkoffmobile-tinkoffmobile-amurskaya_oblast,Амурская область,Амурская область,Asia/Yakutsk
2033,605,russia-tinkoffmobile-tinkoffmobile-kabardino_balkarskaya_respublika,Кабардино-Балкарская Республика,Кабардино-Балкарская Республика,Europe/Moscow
2034,605,russia-tinkoffmobile-tinkoffmobile-karachaevo_cherkesskaya_respublika,Карачаево-Черкесская Республика,Карачаево-Черкесская Республика,Europe/Moscow
2035,605,russia-tinkoffmobile-tinkoffmobile-respublika_ingushetiya,Республика Ингушетия,Республика Ингушетия,Europe/Moscow
2036,605,russia-tinkoffmobile-tinkoffmobile-respublika_kalmykiya,Республика Калмыкия,Республика Калмыкия,Europe/Moscow
2037,605,russia-tinkoffmobile-tinkoffmobile-respublika_saha_(yakutiya),Республика Саха (Якутия),Республика Саха (Якутия),Asia/Yakutsk
2038,605,russia-tinkoffmobile-tinkoffmobile-chechenskaya_respublika,Чеченская Республика,Чеченская Республика,Europe/Moscow
2039,605,russia-tinkoffmobile-tinkoffmobile-chukotskii_ao,Чукотский АО,Чукотский АО,Asia/Magadan
2040,606,russia-internod-internod-rostovskaya_oblast,Ростовская область,Ростовская область,Europe/Moscow
2041,815,russia-mirandamedia-mirandamedia-respublika_crimea,Республика Крым,Республика Крым,Europe/Moscow
2042,608,russia-mcntelecom-mcntelecom-evreiskaya_ao,Еврейская АО,Еврейская АО,Asia/Vladivostok
2043,816,russia-expressmobile-expressmobile-moskva,Москва,Москва,Europe/Moscow
2044,816,russia-expressmobile-expressmobile-sankt_peterburg,Санкт-Петербург,Санкт-Петербург,Europe/Moscow
2045,816,russia-expressmobile-expressmobile-krasnodarskii_krai,Краснодарский край,Краснодарский край,Europe/Moscow
2046,816,russia-expressmobile-expressmobile-rostovskaya_oblast,Ростовская область,Ростовская область,Europe/Moscow
2047,606,russia-internod-internod-samarskaya_oblast,Самарская область,Самарская область,Europe/Moscow
2048,606,russia-internod-internod-sverdlovskaya_oblast,Свердловская область,Свердловская область,Asia/Yekaterinburg
2049,606,russia-internod-internod-novosibirskaya_oblast,Новосибирская область,Новосибирская область,Asia/Krasnoyarsk
2050,628,russia-tvetelecom-tvetelecom-volgogradskaya_oblast,Волгоградская область,Волгоградская область,Europe/Moscow
2051,628,russia-tvetelecom-tvetelecom-krasnodarskii_krai,Краснодарский край,Краснодарский край,Europe/Moscow
2052,628,russia-tvetelecom-tvetelecom-chelyabinskaya_oblast,Челябинская область,Челябинская область,Asia/Yekaterinburg
2053,628,russia-tvetelecom-tvetelecom-sverdlovskaya_oblast,Свердловская область,Свердловская область,Asia/Yekaterinburg
2054,628,russia-tvetelecom-tvetelecom-novosibirskaya_oblast,Новосибирская область,Новосибирская область,Asia/Krasnoyarsk
2055,403,russia-ktelecom-ktelecom-zaporozhskaya_oblast,Запорожская область,Запорожская область,Europe/Moscow
2056,403,russia-ktelecom-ktelecom-khersonskaya_oblast,Херсонская область,Херсонская область,Europe/Moscow
2057,817,russia-lugacom-lugacom-luganskaya_oblast,Луганская область,Луганская область,Europe/Moscow
2058,408,russia-sprint-sprint-donetskaya_oblast,Донецкая область,Донецкая область,Europe/Moscow
2059,632,russia-gaspromtelecom-gaspromtelecom-kabardino_balkarskaya_respublika,Кабардино-Балкарская Республика,Кабардино-Балкарская Республика,Europe/Moscow
2202,1002,russia-phoenix-phoenix-donetskaya_oblast,Донетская область,Донетская область,Europe/Moscow
1912,258,russia-matrix_telecom-matrix_telecom-samarskaya_oblast,Самарская область,Самарская область,Europe/Moscow
1913,258,russia-matrix_telecom-matrix_telecom-novosibirskaya_oblast,Новосибирская область,Новосибирская область,Asia/Krasnoyarsk
1914,802,russia-gpbmobile-gpbmobile-altaiskii_krai,Алтайский край,Алтайский край,Asia/Krasnoyarsk
1915,802,russia-gpbmobile-gpbmobile-belgorodskaya_oblast,Белгородская область,Белгородская область,Europe/Moscow
1916,802,russia-gpbmobile-gpbmobile-bryanskaya_oblast,Брянская область,Брянская область,Europe/Moscow
1917,802,russia-gpbmobile-gpbmobile-vologodskaya_oblast,Вологодская область,Вологодская область,Europe/Moscow
1918,802,russia-gpbmobile-gpbmobile-irkutskaya_oblast,Иркутская область,Иркутская область,Asia/Irkutsk
1919,802,russia-gpbmobile-gpbmobile-kaliningradskaya_oblast,Калининградская область,Калининградская область,Europe/Kaliningrad
1920,802,russia-gpbmobile-gpbmobile-lipeckaya_oblast,Липецкая область,Липецкая область,Europe/Moscow
1921,802,russia-gpbmobile-gpbmobile-primorskii_krai,Приморский край,Приморский край,Asia/Vladivostok
1922,802,russia-gpbmobile-gpbmobile-respublika_buryatiya,Республика Бурятия,Республика Бурятия,Asia/Irkutsk
1923,802,russia-gpbmobile-gpbmobile-respublika_komi,Республика Коми,Республика Коми,Europe/Moscow
1924,802,russia-gpbmobile-gpbmobile-respublika_marii_el,Республика Марий Эл,Республика Марий Эл,Europe/Moscow
1925,802,russia-gpbmobile-gpbmobile-respublika_udmurtiya,Республика Удмуртия,Республика Удмуртия,Europe/Moscow
1926,802,russia-gpbmobile-gpbmobile-chelyabinskaya_oblast,Челябинская область,Челябинская область,Asia/Yekaterinburg
1927,802,russia-gpbmobile-gpbmobile-chuvashskaya_respublika,Чувашская Республика,Чувашская Республика,Europe/Moscow
1928,808,russia-magnitmobile-magnitmobile-rostovskaya_oblast,Ростовская область,Ростовская область,Europe/Moscow
1929,259,russia-rostelecom-rostelecom-habarovskii_krai,Хабаровский Край,Хабаровский Край,Asia/Vladivostok
1930,809,russia-febotelecom-febotelecom-moskva,Москва,Москва,Europe/Moscow
1931,629,russia-vtbmobile-vtbmobile-lipeckaya_oblast,Липецкая область,Липецкая область,Europe/Moscow
1932,629,russia-vtbmobile-vtbmobile-tomskaya_oblast,Томская область,Томская область,Asia/Krasnoyarsk
1933,629,russia-vtbmobile-vtbmobile-respublika_komi,Республика Коми,Республика Коми,Europe/Moscow
1934,629,russia-vtbmobile-vtbmobile-vladimirskaya_oblast,Владимирская область,Владимирская область,Europe/Moscow
1935,629,russia-vtbmobile-vtbmobile-smolenskaya_oblast,Смоленская область,Смоленская область,Europe/Moscow
1936,629,russia-vtbmobile-vtbmobile-ivanovskaya_oblast,Ивановская область,Ивановская область,Europe/Moscow
1937,629,russia-vtbmobile-vtbmobile-bryanskaya_oblast,Брянская область,Брянская область,Europe/Moscow
1938,606,russia-internod-internod-altaiskii_krai,Алтайский край,Алтайский край,Asia/Krasnoyarsk
1939,259,russia-rostelecom-rostelecom-astrahanskaya_oblast,Астраханская область,Астраханская область,Europe/Moscow
1940,259,russia-rostelecom-rostelecom-kabardino_balkarskaya_respublika,Кабардино-Балкарская Республика,Кабардино-Балкарская Республика,Europe/Moscow
1941,259,russia-rostelecom-rostelecom-respublika_kalmykiya,Республика Калмыкия,Республика Калмыкия,Europe/Moscow
1942,259,russia-rostelecom-rostelecom-karachaevo_cherkesskaya_respublika,Карачаево-Черкесская Республика,Карачаево-Черкесская Республика,Europe/Moscow
1943,259,russia-rostelecom-rostelecom-respublika_dagestan,Республика Дагестан,Республика Дагестан,Europe/Moscow
1944,259,russia-rostelecom-rostelecom-respublika_ingushetiya,Республика Ингушетия,Республика Ингушетия,Europe/Moscow
1945,259,russia-rostelecom-rostelecom-respublika_severnaya_osetiya,Республика Северная Осетия,Республика Северная Осетия,Europe/Moscow
1946,259,russia-rostelecom-rostelecom-stavropolskii_krai,Ставропольский край,Ставропольский край,Europe/Moscow
1947,259,russia-rostelecom-rostelecom-chechenskaya_respublika,Чеченская Республика,Чеченская Республика,Europe/Moscow
1948,259,russia-rostelecom-rostelecom-zabaikalskii_krai,Забайкальский край,Забайкальский край,Asia/Yakutsk
1949,259,russia-rostelecom-rostelecom-amurskaya_oblast,Амурская область,Амурская область,Asia/Yakutsk
1950,259,russia-rostelecom-rostelecom-chukotskii_ao,Чукотский АО,Чукотский АО,Asia/Magadan
1951,259,russia-rostelecom-rostelecom-respublika_saha_(yakutiya),Республика Саха (Якутия),Республика Саха (Якутия),Asia/Yakutsk
1952,259,russia-rostelecom-rostelecom_usi-respublika_bashkortostan,Республика Башкортостан,Республика Башкортостан,Asia/Yekaterinburg
1953,810,russia-plintron-plintron-moskva,Москва,Москва,Europe/Moscow
1954,810,russia-plintron-plintron-sankt_peterburg,Санкт-Петербург,Санкт-Петербург,Europe/Moscow
1955,637,russia-voentelecom-voentelecom-luganskaya_oblast,Луганская область,Луганская область,Europe/Moscow
1956,605,russia-tinkoffmobile-tinkoffmobile-stavropolskii_krai,Ставропольский край,Ставропольский край,Europe/Moscow
1957,250,russia-mtt-mtt-altaiskii_krai,Алтайский край,Алтайский край,Asia/Krasnoyarsk
1958,250,russia-mtt-mtt-stavropolskii_krai,Ставропольский край,Ставропольский край,Europe/Moscow
1959,250,russia-mtt-mtt-habarovskii_krai,Хабаровский Край,Хабаровский Край,Asia/Vladivostok
1960,250,russia-mtt-mtt-kemerovskaya_oblast,Кемеровская область,Кемеровская область,Asia/Krasnoyarsk
1961,250,russia-mtt-mtt-kaluzhskaya_oblast,Калужская область,Калужская область,Europe/Moscow
1962,250,russia-mtt-mtt-permskii_krai,Пермский край,Пермский край,Asia/Yekaterinburg
1963,250,russia-mtt-mtt-respublika_bashkortostan,Республика Башкортостан,Республика Башкортостан,Asia/Yekaterinburg
1964,250,russia-mtt-mtt-krasnoyarskii_krai,Красноярский край,Красноярский край,Asia/Krasnoyarsk
1965,250,russia-mtt-mtt-saratovskaya_oblast,Саратовская область,Саратовская область,Europe/Moscow
1966,250,russia-mtt-mtt-tumenskaya_oblast,Тюменская область,Тюменская область,Asia/Yekaterinburg
1967,250,russia-mtt-mtt-yaroslavskaya_oblast,Ярославская область,Ярославская область,Europe/Moscow
1968,250,russia-mtt-mtt-irkutskaya_oblast,Иркутская область,Иркутская область,Asia/Irkutsk
1969,250,russia-mtt-mtt-kaliningradskaya_oblast,Калининградская область,Калининградская область,Europe/Kaliningrad
1970,250,russia-mtt-mtt-hanty_mansiiskii_ao,Ханты-Мансийский АО,Ханты-Мансийский АО,Asia/Yekaterinburg
1971,250,russia-mtt-mtt-penzenskaya_oblast,Пензенская область,Пензенская область,Europe/Moscow
1972,250,russia-mtt-mtt-kurskaya_oblast,Курская область,Курская область,Europe/Moscow
1973,250,russia-mtt-mtt-lipeckaya_oblast,Липецкая область,Липецкая область,Europe/Moscow
1974,250,russia-mtt-mtt-magadanskaya_oblast,Магаданская область,Магаданская область,Asia/Magadan
1975,250,russia-mtt-mtt-murmanskaya_oblast,Мурманская область,Мурманская область,Europe/Moscow
1976,250,russia-mtt-mtt-novgorodskaya_oblast,Новгородская область,Новгородская область,Europe/Moscow
1977,250,russia-mtt-mtt-tulskaya_oblast,Тульская область,Тульская область,Europe/Moscow
1978,250,russia-mtt-mtt-ulyanovskaya_oblast,Ульяновская область,Ульяновская область,Europe/Moscow
1979,250,russia-mtt-mtt-chechenskaya_respublika,Чеченская Республика,Чеченская Республика,Europe/Moscow
1980,250,russia-mtt-mtt-ryazanskaya_oblast,Рязанская область,Рязанская область,Europe/Moscow
1981,250,russia-mtt-mtt-sahalinskaya_oblast,Сахалинская область,Сахалинская область,Asia/Vladivostok
1982,250,russia-mtt-mtt-smolenskaya_oblast,Смоленская область,Смоленская область,Europe/Moscow
1983,250,russia-mtt-mtt-tambovskaya_oblast,Тамбовская область,Тамбовская область,Europe/Moscow
1984,250,russia-mtt-mtt-tverskaya_oblast,Тверская область,Тверская область,Europe/Moscow
1985,250,russia-mtt-mtt-tomskaya_oblast,Томская область,Томская область,Asia/Krasnoyarsk
1986,250,russia-mtt-mtt-respublika_mordoviya,Республика Мордовия,Республика Мордовия,Europe/Moscow
1987,250,russia-mtt-mtt-zabaikalskii_krai,Забайкальский край,Забайкальский край,Asia/Yakutsk
1988,250,russia-mtt-mtt-ivanovskaya_oblast,Ивановская область,Ивановская область,Europe/Moscow
1989,250,russia-mtt-mtt-chuvashskaya_respublika,Чувашская Республика,Чувашская Республика,Europe/Moscow
1990,250,russia-mtt-mtt-chukotskii_ao,Чукотский АО,Чукотский АО,Asia/Magadan
1991,250,russia-mtt-mtt-yamalo_neneckii_ao,Ямало-Ненецкий АО,Ямало-Ненецкий АО,Asia/Yekaterinburg
1992,250,russia-mtt-mtt-respublika_saha_(yakutiya),Республика Саха (Якутия),Республика Саха (Якутия),Asia/Yakutsk
1993,250,russia-mtt-mtt-respublika_severnaya_osetiya,Республика Северная Осетия,Республика Северная Осетия,Europe/Moscow
1994,250,russia-mtt-mtt-respublika_tyva,Республика Тыва,Республика Тыва,Asia/Krasnoyarsk
1995,250,russia-mtt-mtt-respublika_hakasiya,Республика Хакасия,Республика Хакасия,Asia/Krasnoyarsk
1996,250,russia-mtt-mtt-evreiskaya_ao,Еврейская АО,Еврейская АО,Asia/Vladivostok
1997,250,russia-mtt-mtt-primorskii_krai,Приморский край,Приморский край,Asia/Vladivostok
1998,250,russia-mtt-mtt-pskovskaya_oblast,Псковская область,Псковская область,Europe/Moscow
1999,250,russia-mtt-mtt-respublika_adygeya,Республика Адыгея,Республика Адыгея,Europe/Moscow
2000,250,russia-mtt-mtt-respublika_altai,Республика Алтай,Республика Алтай,Asia/Krasnoyarsk
2001,250,russia-mtt-mtt-respublika_buryatiya,Республика Бурятия,Республика Бурятия,Asia/Irkutsk
2002,250,russia-mtt-mtt-respublika_dagestan,Республика Дагестан,Республика Дагестан,Europe/Moscow
2003,250,russia-mtt-mtt-respublika_ingushetiya,Республика Ингушетия,Республика Ингушетия,Europe/Moscow
2004,250,russia-mtt-mtt-kamchatskii_krai,Камчатский край,Камчатский край,Asia/Kamchatka
2005,250,russia-mtt-mtt-karachaevo_cherkesskaya_respublika,Карачаево-Черкесская Республика,Карачаево-Черкесская Республика,Europe/Moscow
2006,250,russia-mtt-mtt-kirovskaya_oblast,Кировская область,Кировская область,Europe/Moscow
2007,250,russia-mtt-mtt-kostromskaya_oblast,Костромская область,Костромская область,Europe/Moscow
2008,250,russia-mtt-mtt-kurganskaya_oblast,Курганская область,Курганская область,Asia/Yekaterinburg
1826,802,russia-gpbmobile-gpbmobile-hanty_mansiiskii_ao,Ханты-Мансийский АО,Ханты-Мансийский АО,Asia/Yekaterinburg
1827,631,russia-miatel-miatel-sverdlovskaya_oblast,Свердловская область,Свердловская область,Asia/Yekaterinburg
1828,631,russia-miatel-miatel-krasnodarskii_krai,Краснодарский край,Краснодарский край,Europe/Moscow
1829,631,russia-miatel-miatel-chelyabinskaya_oblast,Челябинская область,Челябинская область,Asia/Yekaterinburg
